geneid,chrom,mean_coverage_genome,coding_exons_genome,proportion of coding exons with coverage below 20_genome,mean_coverage_exome,coding_exons_exome,proportion of coding exons with coverage below 20_exome,Gene % GC content,Gene name,Mim Number,Gene Symbols,Gene Name,Approved Symbol,Entrez Gene ID,Ensembl Gene ID,Comments,Phenotypes,genomes any exon < 20,exomes any exon < 20,routinely tested disease,gene name
ENSG00000077809,7,20.65515152,"[28.49, 32.8, 30.84, 32.97, 35.65, 34.02, 32.69, 33.76, 30.59, 32.7, 34.22, 4.88, 8.64, 26.53, 29.02, 4.83, 5.49, 24.37, 10.24, 31.61, 23.79, 4.4, 10.66, 10.82, 5.88, 1.11, 19.24, 22.83, 5.64, 15.2, 16.25, 13.57, 27.89]",45.45454545,32.62,"[64.16, 73.06, 30.62, 87.67, 81.46, 59.03, 65.49, 34.27, 60.94, 54.59, 29.76, 0.81, 1.68, 35.77, 70.75, 6.97, 0.59, 61.76, 3.38, 54.34, 36.21, 5.25, 2.32, 0.29, 0.52, 1.94, 33.48, 29.41, 0.07, 2.13, 27.47, 32.96, 27.31]",36.36363636,42.77,GTF2I,,,,,,,,,",4.88,8.64,4.83,5.49,10.24,4.4,10.66,10.82,5.88,1.11,19.24,5.64,15.2,16.25,13.57",",0.81,1.68,6.97,0.59,3.38,5.25,2.32,0.29,0.52,1.94,0.07,2.13",,
ENSG00000078579,8,31.89666667,"[32.58, 32.52, 30.59]",0,48.46666667,"[78.01, 51.26, 16.13]",33.33333333,39.24,FGF20,605558,"FGF20, RHDA2",Fibroblast growth factor-20,FGF20,26281,ENSG00000078579,mutation identified in 1 RHDA2 family,"?Renal hypodysplasia/aplasia 2, 615721 (3), Autosomal recessive",,",16.13",,
ENSG00000078804,20,29.56333333,"[30.86, 31.09, 26.74]",0,38.25333333,"[41.0, 62.75, 11.01]",33.33333333,55.18,TP53INP2,617549,"TP53INP2, PIGU, DOR, C20orf110",Tumor protein p53-inducible nuclear protein 2,TP53INP2,58476,ENSG00000078804,,,,",11.01",,
ENSG00000083828,19,31.96333333,"[28.09, 32.87, 34.93]",0,54.72666667,"[19.3, 62.33, 82.55]",33.33333333,46.13,ZNF586,,,,,,,,,,",19.3",,
ENSG00000092051,14,32.484,"[30.57, 33.07, 34.03, 31.13, 33.62]",0,39.892,"[33.82, 56.06, 75.68, 15.67, 18.23]",40,56.69,JPH4,,,,,,,,,,",15.67,18.23",,
ENSG00000100276,22,32.43666667,"[33.16, 34.2, 29.95]",0,35.73666667,"[26.99, 63.98, 16.24]",33.33333333,60.13,RASL10A,602220,"RASL10A, RRP22","Ras-like, family 10, member A",RASL10A,10633,ENSG00000100276,,,,",16.24",,
ENSG00000100300,22,34.57333333,"[34.0, 35.25, 34.47]",0,35.93,"[17.86, 51.88, 38.05]",33.33333333,57.81,TSPO,109610,"TSPO, BZRP, PBR, PBS, BPBS","Translocator protein, 18kD (benzodiazepine receptor, peripheral type)",TSPO,706,ENSG00000100300,,,,",17.86",,
ENSG00000101084,20,33.35333333,"[32.73, 33.2, 34.13]",0,67.75333333,"[18.46, 87.44, 97.36]",33.33333333,49.21,C20orf24,,,,,,,,,,",18.46",,
ENSG00000101200,20,31.50333333,"[29.37, 30.07, 35.07]",0,39.56333333,"[2.0, 23.68, 93.01]",33.33333333,67.96,AVP,192340,"AVP, AVRP, VP","Arginine vasopressin (neurophysin II, antidiuretic hormone)",AVP,551,ENSG00000101200,distal 20p,"Diabetes insipidus, neurohypophyseal, 125700 (3), Autosomal dominant",,",2",,
ENSG00000104472,8,32.50666667,"[29.09, 33.86, 34.57]",0,40.37,"[16.11, 39.9, 65.1]",33.33333333,47.65,CHRAC1,607268,"CHARC1, CHARC15, YCL1","Chromatin accessibility complex, subunit 1",CHRAC1,54108,ENSG00000104472,,,,",16.11",,
ENSG00000104827,19,17.13,"[15.48, 9.04, 26.87]",66.66666667,37.84666667,"[22.34, 10.12, 81.08]",33.33333333,64.98,CGB,118860,CGB,"Chorionic gonadotropin, beta polypeptide",CGB3,1082,ENSG00000104827,at least 5 genes,,",15.48,9.04",",10.12",,
ENSG00000104863,19,32.27,"[27.99, 31.78, 32.5, 34.75, 32.38, 34.22]",0,44.02333333,"[0.13, 9.78, 29.25, 57.89, 80.63, 86.46]",33.33333333,58.86,LIN7B,612331,"LIN7B, VELI2, MALS2","Lin7, C. elegans, homolog of, B",LIN7B,64130,ENSG00000104863,,,,",0.13,9.78",,
ENSG00000105085,19,32.13666667,"[32.98, 33.57, 29.86]",0,50.03666667,"[66.95, 65.75, 17.41]",33.33333333,52.52,MED26,605043,"MED26, CRSP7, CRSP70",Mediator complex subunit 26,MED26,9441,ENSG00000105085,,,,",17.41",,
ENSG00000105711,19,29.71,"[22.87, 33.23, 33.03]",0,56.40666667,"[1.62, 92.29, 75.31]",33.33333333,55.68,SCN1B,600235,"SCN1B, GEFSP1, BRGDA5, ATFB13, EIEE52","Sodium channel, voltage-gated, type I, beta polypeptide",SCN1B,6324,ENSG00000105711,,"Atrial fibrillation, familial, 13, 615377 (3), Autosomal dominant; Brugada syndrome 5, 612838 (3); Cardiac conduction defect, nonspecific, 612838 (3); Epilepsy, generalized, with febrile seizures plus, type 1, 604233 (3), Autosomal dominant; Epileptic encephalopathy, early infantile, 52, 617350 (3), Autosomal recessive",,",1.62",,
ENSG00000106714,9,25.715,"[16.23, 27.18, 23.28, 27.68, 26.45, 27.28, 27.2, 25.57, 29.35, 32.31, 27.16, 31.07, 30.54, 28.04, 24.23, 20.1, 30.14, 29.75, 32.75, 33.48, 28.46, 21.91, 12.12, 4.88]",12.5,35.25958333,"[22.84, 53.53, 4.8, 67.75, 40.18, 16.21, 27.67, 25.7, 43.43, 53.31, 50.24, 25.48, 56.89, 19.76, 33.24, 9.69, 72.34, 64.38, 73.47, 76.9, 0.0, 0.21, 0.2, 8.01]",33.33333333,38.24,CNTNAP3,610517,"CNTNAP3, KIAA1714",Contactin-associated protein-like 3,CNTNAP3,79937,ENSG00000106714,,,",16.23,12.12,4.88",",4.8,16.21,19.76,9.69,0,0.21,0.2,8.01",,
ENSG00000107807,10,32.32,"[31.12, 32.63, 33.21]",0,47.19,"[14.12, 38.55, 88.9]",33.33333333,58.13,TLX1,186770,"TLX1, HOX11, TCL3","T-cell leukemia, homeobox 1",TLX1,3195,ENSG00000107807,t(7;10) or t(10;4) in T-ALL,,,",14.12",,
ENSG00000108861,17,30.73,"[33.26, 33.33, 25.6]",0,52.85333333,"[55.61, 85.69, 17.26]",33.33333333,50.91,DUSP3,600183,"DUSP3, VHR",Dual specificity phosphatase-3 (vaccinia virus phosphatase VH1-related),DUSP3,1845,ENSG00000108861,,,,",17.26",,
ENSG00000113722,5,31.78666667,"[27.68, 34.63, 33.05]",0,33.9,"[4.82, 57.77, 39.11]",33.33333333,53.76,CDX1,600746,CDX1,Caudal type homeo box transcription factor 1,CDX1,1044,ENSG00000113722,100kb distal to CSF1R,,,",4.82",,
ENSG00000114383,3,32.93,"[33.01, 32.06, 33.72]",0,45.14333333,"[50.64, 74.21, 10.58]",33.33333333,59.39,TUSC2,607052,FUS1,FUS1 gene,TUSC2,11334,ENSG00000114383,,,,",10.58",,
ENSG00000115255,19,34.098,"[33.68, 36.2, 36.77, 35.05, 28.79]",0,49.202,"[9.62, 79.78, 76.53, 65.57, 14.51]",40,60.84,REEP6,609346,"REEP6, DP1L1, TB2L1, C19orf32, RP77",Receptor expression-enhancing protein 6,REEP6,92840,ENSG00000115255,,"Retinitis pigmentosa 77, 617304 (3), Autosomal recessive",,",9.62,14.51",,
ENSG00000116035,2,32.03333333,"[31.14, 33.42, 31.54]",0,30.79666667,"[6.5, 48.06, 37.83]",33.33333333,48,VAX2,604295,VAX2,Ventral anterior homeo box 2,VAX2,25806,ENSG00000116035,,,,",6.5",,
ENSG00000116096,2,33.97333333,"[32.78, 34.33, 34.81]",0,56.23333333,"[11.42, 71.89, 85.39]",33.33333333,54.78,SPR,182125,SPR,Sepiapterin reductase,SPR,6697,ENSG00000116096,,"Dystonia, dopa-responsive, due to sepiapterin reductase deficiency, 612716 (3), ?Autosomal dominant, Autosomal recessive",,",11.42",,
ENSG00000116574,1,31.01666667,"[25.62, 33.76, 33.67]",0,63.69,"[16.07, 81.87, 93.13]",33.33333333,46.54,RHOU,606366,"RHOU, WRCH1","Ras homolog gene family, member U",RHOU,58480,ENSG00000116574,,,,",16.07",,
ENSG00000116990,1,29.38,"[34.09, 32.05, 22.0]",0,41.73666667,"[91.07, 30.67, 3.47]",33.33333333,53.68,MYCL,164850,"MYCL, LMYC","Oncogene MYC, lung carcinoma-derived",MYCL,4610,ENSG00000116990,,,,",3.47",,
ENSG00000117407,1,29.15333333,"[33.8, 28.15, 25.51]",0,28.39,"[39.79, 31.94, 13.44]",33.33333333,63.77,ARTN,,,,,,,,,,",13.44",,
ENSG00000118523,6,31.22,"[33.17, 34.12, 33.14, 28.12, 27.55]",0,54.462,"[96.13, 72.32, 83.59, 15.14, 5.13]",40,52.28,CTGF,121009,"CTGF, NOV2",Connective tissue growth factor,CCN2,1490,ENSG00000118523,proximal to MYB,,,",15.14,5.13",,
ENSG00000120664,13,33.74666667,"[34.14, 34.34, 32.76]",0,16.46666667,"[21.02, 8.3, 20.08]",33.33333333,40.06,SPG20OS,,,,,,,,,,",8.3",,
ENSG00000120907,8,31.15,"[26.01, 34.52, 32.92]",0,55.93666667,"[5.56, 86.21, 76.04]",33.33333333,41.26,ADRA1A,104221,ADRA1C,"Adrenergic, alpha-1C-, receptor",ADRA1A,148,ENSG00000120907,.03cM from NEFL,,,",5.56",,
ENSG00000122574,7,31.72,"[26.38, 35.68, 34.87, 22.88, 34.03, 33.59, 34.02, 32.31]",0,43.56375,"[16.47, 62.8, 56.32, 17.24, 50.29, 60.04, 70.6, 14.75]",37.5,42.58,WIPF3,612432,"WIPF3, CR16","WAS/WASL-interacting protein family, member 3",WIPF3,644150,ENSG00000122574,,,,",16.47,17.24,14.75",,
ENSG00000122679,7,33.64,"[32.57, 33.95, 34.4]",0,57.17666667,"[5.93, 73.4, 92.2]",33.33333333,51.29,RAMP3,605155,RAMP3,Receptor activity-modifying protein 3,RAMP3,10268,ENSG00000122679,,,,",5.93",,
ENSG00000123096,12,32.01333333,"[28.9, 33.18, 33.96]",0,55.83666667,"[13.23, 74.44, 79.84]",33.33333333,41.2,SSPN,601599,"SSPN, KRAG",Sarcospan (Kirsten-ras associated gene),SSPN,8082,ENSG00000123096,,,,",13.23",,
ENSG00000123144,19,32.97333333,"[32.91, 34.67, 31.34]",0,51.75333333,"[80.08, 59.39, 15.79]",33.33333333,54.86,C19orf43,,,,,,,,,,",15.79",,
ENSG00000123685,1,29.45666667,"[33.05, 32.83, 22.49]",0,52.75,"[82.49, 71.83, 3.93]",33.33333333,49.13,BATF3,612470,BATF3,"Basic leucine zipper transcription factor, ATF-like, 3",BATF3,55509,ENSG00000123685,,,,",3.93",,
ENSG00000123933,4,29.52166667,"[34.05, 34.38, 32.35, 34.45, 21.27, 20.63]",0,35.45,"[49.36, 30.31, 53.47, 50.99, 11.7, 16.87]",33.33333333,62.91,MXD4,,,,,,,,,,",11.7,16.87",,
ENSG00000124098,20,31.32,"[25.83, 34.13, 34.0]",0,46.77,"[3.88, 61.94, 74.49]",33.33333333,49.44,FAM210B,,,,,,,,,,",3.88",,
ENSG00000124171,20,32.54,"[32.28, 30.54, 34.8]",0,49.12666667,"[10.91, 50.85, 85.62]",33.33333333,41.09,PARD6B,608975,PARD6B,"Partitioning-defective protein 6, C. elegans, homolog of, beta",PARD6B,84612,ENSG00000124171,,,,",10.91",,
ENSG00000124243,20,32.28333333,"[26.44, 33.82, 35.39, 32.98, 33.34, 31.73]",0,42.22333333,"[15.12, 55.01, 57.98, 42.02, 19.1, 64.11]",33.33333333,51.04,BCAS4,607471,BCAS4,Breast carcinoma amplified sequence 4,BCAS4,55653,ENSG00000124243,,,,",15.12,19.1",,
ENSG00000125834,20,32.82333333,"[32.31, 32.18, 33.98]",0,40.14333333,"[11.66, 28.32, 80.45]",33.33333333,48.13,STK35,609370,"STK35, CLIK1",Serine/threonine kinase 35,STK35,140901,ENSG00000125834,,,,",11.66",,
ENSG00000125899,20,33.14,"[32.5, 33.46, 33.46]",0,18.93,"[23.68, 21.9, 11.21]",33.33333333,35.84,C20orf187,,,,,,,,,,",11.21",,
ENSG00000127334,12,29.41666667,"[24.78, 29.32, 34.15]",0,38.07666667,"[29.78, 13.73, 70.72]",33.33333333,43.53,DYRK2,603496,DYRK2,Dual-specificity tyrosine phosphorylation-regulated kinase 2,DYRK2,8445,ENSG00000127334,,,,",13.73",,
ENSG00000127528,19,29.60333333,"[29.49, 26.33, 32.99]",0,35.19666667,"[43.01, 7.31, 55.27]",33.33333333,65.53,KLF2,602016,"KLF2, LKLF",Kruppel-like factor 2,KLF2,10365,ENSG00000127528,,,,",7.31",,
ENSG00000128228,22,31.73,"[31.83, 30.96, 32.4]",0,41.99,"[12.34, 38.17, 75.46]",33.33333333,62.46,SDF2L1,607551,SDF2L1,Stromal cell-derived factor 2-like 1,SDF2L1,23753,ENSG00000128228,,,,",12.34",,
ENSG00000128309,22,31.39333333,"[26.29, 33.4, 34.49]",0,33.65333333,"[1.17, 32.57, 67.22]",33.33333333,55.28,MPST,602496,MPST,Mercaptopyruvate sulfurtransferase,MPST,4357,ENSG00000128309,,,,",1.17",,
ENSG00000129270,17,33.90333333,"[35.1, 33.15, 33.46]",0,48.00666667,"[83.57, 51.82, 8.63]",33.33333333,49.59,MMP28,,,,,,,,,,",8.63",,
ENSG00000129965,11,33.87666667,"[31.94, 33.56, 36.13]",0,57.07333333,"[4.5, 89.13, 77.59]",33.33333333,61.19,INS-IGF2,,,,,,,,,,",4.5",,
ENSG00000130656,16,18.54666667,"[30.59, 5.41, 19.64]",66.66666667,30.67333333,"[70.72, 0.93, 20.37]",33.33333333,68.63,HBZ,142310,HBZ,"Hemoglobin, zeta",HBZ,3050,ENSG00000130656,,,",5.41,19.64",",0.93",,
ENSG00000130675,7,28.23,"[30.32, 32.37, 22.0]",0,36.41333333,"[53.64, 41.66, 13.94]",33.33333333,55.77,MNX1,142994,"MNX1, HLXB9, HOXHB9, SCRA1",Motor neuron and pancreas homeobox 1,MNX1,3110,ENSG00000130675,,"Currarino syndrome, 176450 (3), Autosomal dominant",,",13.94",,
ENSG00000131016,6,31.10333333,"[27.5, 32.32, 33.49]",0,41.68,"[2.68, 43.67, 78.69]",33.33333333,43.87,AKAP12,,,,,,,,,,",2.68",,
ENSG00000131650,16,31.93666667,"[32.95, 32.18, 32.11, 31.86, 32.88, 32.21, 30.04, 31.33, 31.87]",0,41.13777778,"[46.5, 30.19, 81.17, 79.23, 64.62, 12.93, 3.09, 16.11, 36.4]",33.33333333,67.36,KREMEN2,609899,"KREMEN2, KRM2",Kringle domain-containing transmembrane protein 2,KREMEN2,79412,ENSG00000131650,,,,",12.93,3.09,16.11",,
ENSG00000131873,15,29.76,"[35.06, 33.08, 21.14]",0,63.36,"[84.86, 86.72, 18.5]",33.33333333,43.36,CHSY1,608183,"CHSY1, KIAA0990, TPBS",Carbohydrate synthase 1,CHSY1,22856,ENSG00000131873,,"Temtamy preaxial brachydactyly syndrome, 605282 (3), Autosomal recessive",,",18.5",,
ENSG00000132329,2,31.3,"[26.61, 33.11, 34.18]",0,53.2,"[16.04, 70.88, 72.68]",33.33333333,52.41,RAMP1,605153,RAMP1,Receptor activity-modifying protein 1,RAMP1,10267,ENSG00000132329,,,,",16.04",,
ENSG00000133250,19,31.585,"[24.96, 23.74, 32.33, 33.44, 34.52, 35.14, 34.28, 34.27]",0,26.0325,"[30.43, 1.85, 26.77, 8.53, 78.26, 24.36, 25.8, 12.26]",37.5,65.37,ZNF414,,,,,,,,,,",1.85,8.53,12.26",,
ENSG00000133937,14,32.87333333,"[34.02, 33.97, 30.63]",0,54.36,"[93.9, 55.83, 13.35]",33.33333333,65.37,GSC,138890,"GSC, SAMS",Goosecoid,GSC,145258,ENSG00000133937,,"Short stature, auditory canal atresia, mandibular hypoplasia, skeletal abnormalities, 602471 (3), Autosomal recessive",,",13.35",,
ENSG00000133985,14,30.71,"[25.83, 33.56, 32.74]",0,46.67333333,"[17.39, 65.29, 57.34]",33.33333333,45.44,TTC9,610488,"TTC9, KIAA0227",Tetratricopeptide repeat domain-containing protein 9,TTC9,23508,ENSG00000133985,,,,",17.39",,
ENSG00000134443,18,32.6,"[31.49, 32.76, 33.55]",0,50.69,"[9.09, 78.19, 64.79]",33.33333333,42.26,GRP,137260,GRP,Gastrin-releasing peptide,GRP,2922,ENSG00000134443,mammalian equivalent of bombesin,,,",9.09",,
ENSG00000135272,7,30.964,"[30.31, 23.83, 33.55, 33.62, 33.51]",0,44.056,"[4.35, 15.84, 41.39, 76.33, 82.37]",40,36.79,MDFIC,614511,"MDFIC, HIC",MYOD family inhibitor domain-containing protein,MDFIC,29969,ENSG00000135272,,,,",4.35,15.84",,
ENSG00000135638,2,33.56666667,"[29.78, 34.59, 36.33]",0,41.78666667,"[13.98, 46.86, 64.52]",33.33333333,55.06,EMX1,600034,EMX1,"Empty spiracles, Drosophila, homolog of, 1",EMX1,2016,ENSG00000135638,close to VAX2,,,",13.98",,
ENSG00000136275,7,33.33,"[33.44, 33.54, 33.01]",0,37.33,"[14.23, 53.25, 44.51]",33.33333333,46.15,C7orf69,,,,,,,,,,",14.23",,
ENSG00000140280,15,31.41,"[33.87, 33.62, 26.74]",0,42,"[47.11, 74.61, 4.28]",33.33333333,41.49,LYSMD2,,,,,,,,,,",4.28",,
ENSG00000141979,19,32.76,"[33.08, 32.99, 33.57, 34.3, 29.86]",0,40.336,"[58.19, 60.11, 65.75, 0.22, 17.41]",40,51.89,CTD-3222D19.2,,,,,,,,,,",0.22,17.41",,
ENSG00000142669,1,31.78,"[33.03, 30.59, 31.72]",0,47.27333333,"[17.67, 70.7, 53.45]",33.33333333,61.77,SH3BGRL3,615679,SH3BGRL3,SH3 domain-binding glutamic acid-rich protein-like protein 3,SH3BGRL3,83442,ENSG00000142669,,,,",17.67",,
ENSG00000143479,1,33.31333333,"[32.5, 34.01, 33.43]",0,49.79,"[2.14, 60.98, 86.25]",33.33333333,44.46,DYRK3,603497,DYRK3,Dual-specificity tyrosine phosphorylation-regulated kinase 3,DYRK3,8444,ENSG00000143479,,,,",2.14",,
ENSG00000143753,1,33.58333333,"[32.7, 34.67, 33.38]",0,45.97,"[12.04, 75.5, 50.37]",33.33333333,46.06,DEGS1,615843,"DEGS1, DES1, MLD","Delta(4)-desaturase, sphingolipid, 1",DEGS1,8560,ENSG00000143753,,,,",12.04",,
ENSG00000145354,4,33.76,"[32.77, 34.83, 33.68]",0,52.95,"[62.84, 79.37, 16.64]",33.33333333,39.45,CISD2,611507,"CISD2, WFS2, ZCD2, ERIS",CDGSH iron sulfur domain protein 2,CISD2,493856,ENSG00000145354,,"Wolfram syndrome 2, 604928 (3), Autosomal recessive",,",16.64",,
ENSG00000145642,5,34.02333333,"[34.1, 33.66, 34.31]",0,20.99333333,"[17.99, 22.86, 22.13]",33.33333333,38.67,FAM159B,,,,,,,,,,",17.99",,
ENSG00000145861,5,31.39,"[32.71, 29.37, 32.09]",0,43.04333333,"[79.72, 34.0, 15.41]",33.33333333,46.95,C1QTNF2,,,,,,,,,,",15.41",,
ENSG00000145919,5,35.00333333,"[36.84, 35.65, 32.52]",0,57.80666667,"[77.63, 76.97, 18.82]",33.33333333,44.51,BOD1,616745,"BOD1, FAM44B",Biorientation of chromosomes in cell division 1,BOD1,91272,ENSG00000145919,,,,",18.82",,
ENSG00000147676,8,29.708,"[23.84, 27.41, 33.0, 32.87, 31.42]",0,38.102,"[4.64, 7.37, 82.79, 63.44, 32.27]",40,39.64,MAL2,,,,,,,,,,",4.64,7.37",,
ENSG00000148411,9,28.402,"[32.87, 30.18, 31.43, 33.03, 14.5]",20,41.292,"[18.6, 56.56, 44.71, 85.95, 0.64]",40,55,NACC2,615786,"NACC2, RBB","NACC family, member 2, BEN and BTB/POZ domains-containing",NACC2,138151,ENSG00000148411,,,",14.5",",18.6,0.64",,
ENSG00000148426,10,31.42666667,"[33.7, 33.17, 27.41]",0,45.61666667,"[39.81, 78.63, 18.41]",33.33333333,46.43,PROSER2,,,,,,,,,,",18.41",,
ENSG00000148671,10,33.68,"[33.37, 33.38, 34.29]",0,40.64666667,"[48.94, 14.27, 58.73]",33.33333333,49.87,ADIRF,,,,,,,,,,",14.27",,
ENSG00000148704,10,28.37,"[24.34, 32.25, 28.52]",0,48.95,"[14.25, 58.48, 74.12]",33.33333333,54.08,VAX1,604294,"VAX1, MCOPS11",Ventral anterior homeo box 1,VAX1,11023,ENSG00000148704,mutation identified in one MCOPS11 family,"?Microphthalmia, syndromic 11, 614402 (3), Autosomal recessive",,",14.25",,
ENSG00000148826,10,29.60666667,"[33.13, 31.84, 23.85]",0,36.81,"[64.47, 38.99, 6.97]",33.33333333,73.97,NKX6-2,605955,"NKX6-2, NKX6B, NKX6.2, SPAX8","NK6 transcription factor related, locus 2 (Drosophila)",NKX6-2,84504,ENSG00000148826,,"Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy, 617560 (3), Autosomal recessive",,",6.97",,
ENSG00000149243,11,32.515,"[35.09, 32.51, 32.65, 33.44, 34.22, 27.18]",0,41.91,"[74.95, 70.8, 16.81, 36.12, 46.26, 6.52]",33.33333333,54.69,KLHL35,,,,,,,,,,",16.81,6.52",,
ENSG00000150510,13,31.46,"[25.14, 32.8, 32.43, 33.8, 33.13]",0,43.044,"[1.13, 70.08, 12.28, 60.43, 71.3]",40,44.25,FAM124A,,,,,,,,,,",1.13,12.28",,
ENSG00000151014,4,31.48333333,"[28.94, 32.31, 33.2]",0,55.98,"[4.35, 77.35, 86.24]",33.33333333,44.85,CCRN4L,608468,"CCRN4L, CCR4L, CCR4",Carbon catabolite repression 4-like,NOCT,25819,ENSG00000151014,,,,",4.35",,
ENSG00000151117,11,31.94,"[28.79, 33.12, 33.91]",0,63.88666667,"[15.71, 93.71, 82.24]",33.33333333,51.95,TMEM86A,,,,,,,,,,",15.71",,
ENSG00000152454,19,34.62,"[35.87, 33.64, 34.35]",0,55.87333333,"[92.23, 70.5, 4.89]",33.33333333,48.53,ZNF256,606956,ZNF256,Zinc finger protein 256,ZNF256,10172,ENSG00000152454,,,,",4.89",,
